"CO_ANO;""CO_MES"";""CO_NCM"";""CO_UNID"";""CO_PAIS"";""SG_UF_NCM"";""CO_VIA"";""CO_URF"";""QT_ESTAT"";""KG_LIQUIDO"";""VL_FOB"";""VL_FRETE"";""VL_SEGURO"""
"2025;""10"";""82089000"";""10"";""764"";""RS"";""04"";""0817600"";200;200;647;766;1"
"2025;""09"";""85158090"";""11"";""386"";""SC"";""01"";""0927800"";15;208;18509;13;42"
"2025;""09"";""90328990"";""11"";""399"";""AM"";""01"";""0317900"";174;2;1146;12;0"
"2025;""09"";""84099112"";""11"";""249"";""AM"";""01"";""0817800"";288;1762;51615;2902;30"
"2025;""03"";""29214290"";""10"";""160"";""MS"";""01"";""0817800"";45500;45500;132507;9950;68"
"2025;""11"";""20029000"";""10"";""158"";""MS"";""07"";""0917500"";23073;23073;20765;3100;0"
"2025;""04"";""84099999"";""10"";""361"";""AM"";""04"";""0227700"";24;24;3978;119;0"
"2025;""03"";""32159000"";""10"";""160"";""SC"";""01"";""0927800"";1440;1440;6000;681;13"
"2025;""10"";""85369040"";""11"";""493"";""PR"";""04"";""0917900"";13314;74;61958;1018;45"
"2025;""12"";""84099969"";""11"";""023"";""RJ"";""01"";""0717600"";86;35;26907;8;0"
"2025;""06"";""21069050"";""10"";""249"";""RJ"";""10"";""0717700"";210;210;3396;203;0"
"2025;""02"";""62152000"";""11"";""160"";""SP"";""04"";""0717700"";200;5;339;11;0"
"2025;""09"";""85322410"";""11"";""160"";""RS"";""04"";""1017801"";3351450;148;21896;2722;48"
"2025;""03"";""94051190"";""10"";""386"";""SC"";""01"";""0927800"";19;19;5962;11;12"
"2025;""06"";""40101200"";""10"";""249"";""PA"";""04"";""0817600"";140;140;5835;543;2"
"2025;""11"";""29309039"";""10"";""160"";""SP"";""04"";""0817600"";203;203;37227;5061;43"
"2025;""06"";""84123110"";""11"";""249"";""PE"";""04"";""0417901"";4;7;3746;80;5"
"2025;""09"";""73181500"";""10"";""445"";""PR"";""04"";""0917900"";0;0;64;2;0"
"2025;""04"";""84831090"";""11"";""271"";""PR"";""04"";""0917900"";5;41;1763;486;2"
"2025;""06"";""85322200"";""11"";""361"";""SP"";""04"";""0817600"";50;9;2600;93;4"
"2025;""03"";""31042090"";""10"";""676"";""GO"";""01"";""0917800"";3505475;3505475;1017893;122500;0"
"2025;""08"";""87089483"";""11"";""603"";""SC"";""01"";""0927800"";240;3072;56854;421;67"
"2025;""11"";""94059900"";""10"";""399"";""SP"";""04"";""0817600"";0;0;85;1;0"
"2025;""10"";""65061000"";""11"";""160"";""SC"";""01"";""0927700"";35684;15941;87075;4749;162"
"2025;""12"";""61023000"";""11"";""023"";""RJ"";""10"";""0717700"";15;2;494;3;0"
"2025;""01"";""84122900"";""11"";""249"";""SC"";""01"";""0817800"";9;458;15316;313;0"
"2025;""11"";""82077090"";""10"";""386"";""SP"";""01"";""0817800"";1;1;339;0;0"
"2025;""07"";""85169000"";""10"";""064"";""SP"";""04"";""0817600"";0;0;5;0;0"
"2025;""04"";""85075020"";""11"";""160"";""SP"";""01"";""0817800"";45350;550;12978;186;45"
"2025;""06"";""84821010"";""11"";""386"";""RS"";""04"";""0817700"";2;1;997;19;0"
"2025;""06"";""84314929"";""10"";""160"";""RJ"";""01"";""0717600"";140336;140336;296246;13074;110"
"2025;""08"";""81089000"";""10"";""160"";""SC"";""01"";""0817800"";46;46;1021;56;6"
"2025;""02"";""15119000"";""10"";""239"";""BA"";""01"";""0517800"";104630;104630;101130;4070;1000"
"2025;""02"";""27101999"";""10"";""149"";""SP"";""01"";""0817800"";420;420;10959;112;17"
"2025;""08"";""85439090"";""10"";""573"";""PR"";""04"";""0917900"";2;2;61;10;0"
"2025;""01"";""84672999"";""11"";""160"";""RO"";""01"";""0927800"";200;3838;9386;878;0"
"2025;""09"";""82023900"";""10"";""399"";""SC"";""04"";""0817600"";72;72;5772;1024;9"
"2025;""08"";""55133100"";""10"";""160"";""SC"";""01"";""0927800"";24566;24566;85161;3165;40"
"2025;""07"";""40161010"";""10"";""386"";""RJ"";""04"";""0717700"";1;1;47;6;0"
"2025;""03"";""76109000"";""10"";""386"";""RS"";""01"";""1017700"";306;306;3018;246;0"
"2025;""08"";""39046910"";""10"";""160"";""RJ"";""01"";""0717600"";20000;20000;848842;520;632"
"2025;""06"";""62034200"";""11"";""827"";""MG"";""01"";""0817800"";23;12;2143;2;4"
"2025;""08"";""48211000"";""10"";""383"";""SP"";""04"";""0817700"";1;1;55;202;0"
"2025;""09"";""84831090"";""11"";""764"";""RS"";""01"";""0817800"";1;1;65;1;0"
"2025;""02"";""39262000"";""10"";""386"";""PE"";""04"";""0817600"";1;1;212;15;0"
"2025;""11"";""84313900"";""10"";""249"";""BA"";""04"";""0517801"";16;16;1149;1285;1"
"2025;""08"";""84879000"";""10"";""160"";""SC"";""01"";""0927700"";31;31;1372;8;0"
"2025;""09"";""27101932"";""10"";""249"";""SP"";""01"";""0717600"";11944;11944;41070;2947;92"
"2025;""05"";""85423939"";""11"";""485"";""SP"";""04"";""0817700"";4;0;95;5;0"
"2025;""03"";""85322390"";""11"";""161"";""MG"";""04"";""0817700"";1500;1;14;7;0"
"2025;""05"";""85437099"";""11"";""249"";""MG"";""04"";""0817600"";22;14;4051;902;1"
"2025;""04"";""84818099"";""11"";""160"";""SC"";""01"";""0917800"";80;7;167;7;0"
"2025;""10"";""85122011"";""11"";""791"";""SP"";""04"";""0817700"";19;52;9018;620;8"
"2025;""10"";""83016000"";""10"";""361"";""SP"";""04"";""0817600"";0;0;22;4;0"
"2025;""04"";""84771099"";""11"";""160"";""RS"";""04"";""1017801"";1150;25;795;183;3"
"2025;""11"";""19053100"";""10"";""072"";""SC"";""01"";""0927800"";180;180;1836;33;4"
"2025;""07"";""84122110"";""11"";""538"";""SC"";""01"";""0927700"";2;364;64828;83;0"
"2025;""09"";""85322590"";""11"";""160"";""RS"";""07"";""0927700"";2700;370;1722;8;0"
"2025;""12"";""84819090"";""10"";""246"";""SP"";""01"";""0817800"";439;439;4749;19;3"
"2025;""04"";""60032000"";""10"";""275"";""RJ"";""04"";""0717700"";38;38;17922;808;0"
"2025;""07"";""55151900"";""10"";""160"";""SC"";""01"";""0927800"";18174;18174;72066;1714;42"
"2025;""01"";""84213100"";""11"";""820"";""SC"";""01"";""0927700"";36;17;780;40;1"
"2025;""06"";""85052090"";""10"";""767"";""PR"";""04"";""0917900"";4;4;5218;50;0"
"2025;""08"";""85322410"";""11"";""687"";""SC"";""04"";""0927501"";86000;4;910;27;0"
"2025;""07"";""63079010"";""10"";""160"";""ES"";""01"";""0817800"";153;153;1183;99;1"
"2025;""04"";""85159000"";""10"";""247"";""SP"";""04"";""0817700"";9;9;8705;55;19"
"2025;""09"";""85444200"";""10"";""455"";""SC"";""04"";""0927501"";49;49;4373;819;2"
"2025;""01"";""96170010"";""10"";""249"";""MG"";""04"";""0617700"";43;43;13529;382;40"
"2025;""08"";""90261011"";""11"";""573"";""SP"";""04"";""0817600"";84;3315;145401;12463;2272"
"2025;""08"";""85365090"";""11"";""355"";""RJ"";""04"";""0717700"";763;248;26039;4614;12"
"2025;""04"";""04069030"";""10"";""275"";""SP"";""01"";""0817800"";16393;16393;173772;7135;225"
"2025;""05"";""84821090"";""11"";""232"";""SP"";""01"";""0817800"";138;10;4301;0;1"
"2025;""09"";""15099090"";""10"";""245"";""SC"";""01"";""0927700"";21000;21000;84496;333;74"
"2025;""10"";""73079900"";""10"";""628"";""MG"";""04"";""0817700"";0;0;192;3;0"
"2025;""06"";""73090090"";""10"";""573"";""SP"";""01"";""0817800"";2170;2170;36192;353;0"
"2025;""12"";""38221990"";""10"";""161"";""SP"";""04"";""0817600"";2;2;299;32;0"
"2025;""09"";""90314990"";""11"";""023"";""RJ"";""04"";""0717700"";55;749;95860;4588;13"
"2025;""01"";""85234990"";""11"";""386"";""RS"";""01"";""0817800"";40;0;6594;0;0"
"2025;""08"";""84671900"";""11"";""161"";""SP"";""01"";""0817800"";144;287;5066;83;15"
"2025;""07"";""84842000"";""10"";""275"";""MT"";""04"";""0817600"";6;6;1883;63;0"
"2025;""08"";""33041000"";""10"";""190"";""RJ"";""10"";""0717700"";0;0;79;0;0"
"2025;""04"";""84144090"";""11"";""160"";""SP"";""01"";""0817800"";1;130;500;93;4"
"2025;""07"";""85176239"";""11"";""647"";""SC"";""04"";""0817700"";10;3;1815;8;0"
"2025;""03"";""68042190"";""10"";""361"";""SC"";""01"";""0927700"";187;187;19681;20;0"
"2025;""03"";""29163110"";""10"";""249"";""GO"";""04"";""0817600"";0;0;1024;6;0"
"2025;""04"";""62064000"";""11"";""586"";""RJ"";""07"";""0917500"";3907;646;17514;64;0"
"2025;""05"";""84369900"";""10"";""160"";""SC"";""04"";""0917900"";1;1;247;10;0"
"2025;""03"";""73181400"";""10"";""160"";""AM"";""01"";""0317902"";1;1;35;2;0"
"2025;""12"";""73063000"";""10"";""160"";""SC"";""01"";""0817800"";24871;24871;33771;2748;70"
"2025;""12"";""56075011"";""10"";""791"";""SP"";""04"";""0817600"";42;42;889;527;1"
"2025;""09"";""27101221"";""10"";""023"";""SP"";""01"";""0817800"";67260;67260;104345;176;12"
"2025;""11"";""85269100"";""11"";""628"";""SP"";""04"";""0817700"";150;55;21000;930;0"
"2025;""05"";""84818092"";""11"";""741"";""SP"";""04"";""0817600"";6;2;1074;18;1"
"2025;""08"";""84145910"";""11"";""776"";""RS"";""04"";""1017801"";800;26;7760;363;7"
"2025;""06"";""42022220"";""11"";""351"";""MG"";""01"";""0817800"";95;22;413;18;0"
"2025;""04"";""90328981"";""11"";""249"";""SP"";""01"";""0817800"";45066;488;157188;334;18"
"2025;""02"";""82032010"";""10"";""160"";""BA"";""01"";""0927700"";193;193;1180;301;2"
"2025;""08"";""73151210"";""10"";""365"";""AM"";""01"";""0227600"";303;303;5579;312;3"
"2025;""08"";""84099190"";""10"";""361"";""AM"";""01"";""0517800"";62626;62626;715858;14886;162"
"2025;""07"";""85444200"";""10"";""827"";""PR"";""01"";""0817800"";2;2;60;501;0"
"2025;""04"";""87089200"";""11"";""791"";""SP"";""04"";""0817600"";20;1;34;224;1"
"2025;""12"";""87083090"";""11"";""249"";""MG"";""01"";""0817800"";148;1337;14421;780;2"
"2025;""06"";""75052290"";""10"";""249"";""PR"";""01"";""0917800"";1302;1302;57145;4748;41"
"2025;""08"";""83021000"";""10"";""023"";""SC"";""01"";""0927700"";1329;1329;13566;844;1"
"2025;""09"";""85389090"";""10"";""365"";""RJ"";""04"";""0717700"";0;0;147;0;0"
"2025;""09"";""39263000"";""10"";""160"";""SP"";""04"";""0817700"";51;51;3012;385;0"
"2025;""03"";""32141010"";""10"";""764"";""SP"";""04"";""0817700"";1025;1025;14931;4510;4"
"2025;""10"";""42023100"";""11"";""160"";""SP"";""01"";""0817800"";3684;23421;43577;4987;3"
"2025;""12"";""84659400"";""11"";""160"";""AM"";""04"";""0227700"";1;300;6750;5910;4"
"2025;""09"";""34031900"";""10"";""275"";""SC"";""01"";""0927700"";1296;1296;11133;596;1"
"2025;""05"";""90328990"";""11"";""361"";""SP"";""04"";""0817600"";12;471;4467;3018;16"
"2025;""12"";""84198190"";""11"";""386"";""PE"";""01"";""0817800"";394;6630;235217;594;511"
"2025;""02"";""84812090"";""11"";""160"";""PR"";""07"";""0917500"";84;36;352;2;1"
"2025;""09"";""29397990"";""10"";""023"";""SP"";""04"";""0817600"";0;0;139;10;0"
"2025;""03"";""29334990"";""10"";""160"";""SP"";""04"";""0817600"";3;3;3786;25;0"
"2025;""10"";""84314929"";""10"";""776"";""MG"";""04"";""0817600"";2;2;365;31;0"
"2025;""03"";""84254910"";""11"";""160"";""AM"";""01"";""0227600"";412;626;2136;758;0"
"2025;""11"";""84145190"";""11"";""399"";""SP"";""04"";""0817700"";1;2;209;45;0"
"2025;""04"";""85065010"";""11"";""023"";""SC"";""01"";""0927700"";5;0;89;0;0"
"2025;""11"";""38089299"";""10"";""245"";""PA"";""01"";""0917800"";6600;6600;64694;316;0"
"2025;""02"";""87089990"";""10"";""087"";""PR"";""04"";""0817600"";141;141;997;507;0"
"2025;""04"";""94051190"";""10"";""607"";""SC"";""01"";""0927800"";19;19;3943;9;8"
"2025;""01"";""69149000"";""10"";""628"";""SP"";""04"";""0817600"";0;0;82;2;0"
"2025;""12"";""74153900"";""10"";""386"";""SC"";""01"";""0927800"";1;1;3;0;0"
"2025;""05"";""84149020"";""10"";""160"";""RJ"";""01"";""0817800"";292;292;2737;129;1"
"2025;""05"";""42023200"";""10"";""517"";""MG"";""04"";""0817600"";16;16;25;132;0"
"2025;""11"";""73181600"";""10"";""386"";""SP"";""01"";""0817900"";174;174;5174;15;1"
"2025;""11"";""90261019"";""11"";""386"";""MG"";""01"";""0717600"";10;5;1538;2;4"
"2025;""06"";""29171110"";""10"";""249"";""SP"";""01"";""0817800"";56000;56000;27799;2131;30"
"2025;""04"";""90262090"";""11"";""275"";""ES"";""04"";""0817600"";1;3;578;7;0"
"2025;""11"";""85118020"";""11"";""365"";""SP"";""01"";""0817800"";7;2;82;4;0"
"2025;""03"";""85366100"";""11"";""160"";""ES"";""01"";""0727600"";3050;180;368;64;0"
"2025;""05"";""83023000"";""10"";""246"";""RJ"";""01"";""0717800"";154;154;5040;6;3"
"2025;""01"";""39199020"";""10"";""399"";""AM"";""04"";""0227700"";1815;1815;37294;20248;131"
"2025;""08"";""70191290"";""10"";""160"";""ES"";""01"";""0717600"";23598;23598;14335;4799;0"
"2025;""03"";""84099115"";""11"";""361"";""AM"";""01"";""0417902"";240;24;505;16;1"
"2025;""05"";""85407100"";""11"";""160"";""RS"";""01"";""1017700"";20;16;131;6;0"
"2025;""07"";""84831050"";""11"";""399"";""SP"";""04"";""0817700"";8;0;10;2;0"
"2025;""03"";""29162015"";""10"";""361"";""SP"";""04"";""0817600"";5;5;100;262;0"
"2025;""08"";""29395990"";""10"";""160"";""GO"";""04"";""0817600"";100;100;12000;939;23"
"2025;""10"";""08105000"";""10"";""301"";""RS"";""01"";""0817800"";149150;149150;389652;2189;613"
"2025;""05"";""39173900"";""10"";""275"";""SC"";""01"";""0927700"";147;147;6160;189;1"
"2025;""06"";""85332900"";""11"";""190"";""SC"";""01"";""0927800"";339;137;5705;96;2"
"2025;""01"";""82051000"";""10"";""160"";""RJ"";""01"";""0717600"";21;21;632;8;1"
"2025;""06"";""39174090"";""10"";""764"";""RJ"";""04"";""0717700"";22;22;1488;258;0"
"2025;""05"";""73181900"";""10"";""149"";""SP"";""04"";""0817600"";0;0;19;0;0"
"2025;""09"";""82056000"";""10"";""160"";""SC"";""01"";""0927700"";312;312;2500;107;5"
"2025;""01"";""55081000"";""10"";""827"";""RS"";""01"";""0817800"";105;105;4789;73;0"
"2025;""09"";""84799090"";""10"";""361"";""SC"";""04"";""0817600"";19;19;1580;162;8"
"2025;""03"";""90328982"";""11"";""160"";""SC"";""01"";""0927800"";36166;4753;172886;3364;104"
"2025;""08"";""76042100"";""10"";""573"";""SP"";""01"";""0817800"";65;65;7521;7;2"
"2025;""08"";""85272900"";""11"";""023"";""PR"";""01"";""0917800"";20;19;3559;5;1"
"2025;""05"";""49019900"";""10"";""827"";""SP"";""01"";""0817800"";1;1;24;0;0"
"2025;""08"";""10063021"";""10"";""386"";""SC"";""01"";""0927700"";29024;29024;66886;128;9"
"2025;""11"";""85269100"";""11"";""160"";""PR"";""04"";""0817600"";4491;391;23818;3937;20"
"2025;""10"";""73241000"";""10"";""160"";""SP"";""01"";""0927800"";1856;1856;7648;667;0"
"2025;""11"";""84842000"";""10"";""149"";""SP"";""04"";""0817600"";0;0;1161;897;0"
"2025;""06"";""84513099"";""11"";""160"";""SC"";""01"";""0927800"";1500;1820;21975;398;45"
"2025;""10"";""85319000"";""10"";""111"";""SC"";""04"";""0927501"";106;106;5205;843;22"
"2025;""05"";""39269090"";""10"";""791"";""SE"";""01"";""0417902"";3;3;290;0;0"
"2025;""09"";""85371090"";""10"";""023"";""SC"";""04"";""0817700"";119;119;24402;3124;15"
"2025;""03"";""85423221"";""11"";""267"";""SP"";""04"";""0817700"";894;0;529;13;0"
"2025;""10"";""84713012"";""11"";""160"";""RJ"";""04"";""0717700"";20;28;25525;298;255"
"2025;""07"";""88062200"";""11"";""160"";""RJ"";""01"";""0717600"";2700;1125;18686;187;0"
"2025;""08"";""73209000"";""10"";""249"";""MT"";""04"";""0817900"";0;0;23;1;0"
"2025;""05"";""32041220"";""10"";""361"";""SP"";""04"";""0817600"";0;0;48;13;0"
"2025;""05"";""54071019"";""10"";""249"";""PE"";""01"";""0817800"";1808;1808;31559;2013;0"
"2025;""04"";""39269090"";""10"";""275"";""SP"";""09"";""0817600"";0;0;3;8;0"
"2025;""05"";""85423229"";""11"";""160"";""RS"";""04"";""0817600"";380;0;419;3;0"
"2025;""12"";""84136011"";""11"";""827"";""SP"";""01"";""0817800"";286;2189;66759;301;23"
"2025;""10"";""84386000"";""11"";""249"";""SC"";""01"";""0927800"";1;576;53964;345;125"
"2025;""11"";""40081100"";""10"";""455"";""SP"";""01"";""0817800"";9699;9699;24898;7305;0"
"2025;""04"";""29359099"";""10"";""249"";""PR"";""01"";""0917800"";2360;2360;23742;697;0"
"2025;""03"";""63079090"";""10"";""141"";""PR"";""04"";""0917900"";10;10;1921;138;16"
"2025;""08"";""39173900"";""10"";""603"";""PR"";""04"";""0917900"";13;13;553;94;0"
"2025;""01"";""91081110"";""11"";""160"";""AM"";""01"";""0917800"";3900;19;12671;23;0"
"2025;""12"";""85369090"";""11"";""023"";""SC"";""04"";""0927501"";1572;61;27286;500;4"
"2025;""01"";""61113000"";""11"";""361"";""SC"";""01"";""0927700"";1300;355;12327;97;11"
"2025;""10"";""74102200"";""10"";""160"";""BA"";""01"";""0517800"";1;1;38;1;0"
"2025;""07"";""85238000"";""11"";""275"";""RJ"";""04"";""0717700"";1;0;3859;5;0"
"2025;""09"";""84212990"";""11"";""271"";""SP"";""01"";""0817800"";17;27;2415;44;0"
"2025;""03"";""85369040"";""11"";""023"";""SP"";""01"";""0817800"";3239523;8498;463934;4991;202"
"2025;""11"";""96035000"";""11"";""160"";""SP"";""01"";""0817800"";190272;46143;167237;6923;511"
"2025;""06"";""76042920"";""10"";""361"";""SP"";""04"";""0817700"";7;7;1483;70;2"
"2025;""12"";""85354090"";""11"";""160"";""SP"";""04"";""0817700"";604;2;747;13;0"
"2025;""01"";""90049020"";""11"";""160"";""RO"";""01"";""0817800"";5300;158;2619;45;8"
"2025;""12"";""73121090"";""10"";""493"";""MG"";""04"";""0817600"";0;0;4;0;0"
"2025;""07"";""65050019"";""10"";""386"";""BA"";""04"";""0817600"";1;1;60;10;0"
"2025;""03"";""85452000"";""10"";""160"";""SP"";""01"";""0817800"";144;144;7783;351;8"
"2025;""01"";""27030000"";""10"";""427"";""PA"";""01"";""0927700"";143485;143485;29905;7612;252"
"2025;""02"";""85198190"";""11"";""160"";""SP"";""01"";""0817800"";48018;1237;27178;320;109"
"2025;""09"";""85443000"";""10"";""149"";""SP"";""01"";""0717600"";2;2;555;0;3"
"2025;""02"";""85423920"";""11"";""776"";""MG"";""04"";""0617700"";500;0;7345;4;0"
"2025;""02"";""90303390"";""11"";""538"";""RJ"";""04"";""0717700"";1;1;350;11;0"
"2025;""08"";""38190000"";""10"";""249"";""SC"";""04"";""0917900"";3;3;42;19;0"
"2025;""05"";""84099190"";""10"";""776"";""RS"";""04"";""0817600"";0;0;175;10;0"
"2025;""11"";""48201000"";""10"";""361"";""SP"";""01"";""0817800"";1;1;27;0;0"
"2025;""08"";""73182100"";""10"";""023"";""RJ"";""04"";""0717700"";8;8;2148;292;0"
"2025;""05"";""84821090"";""11"";""023"";""GO"";""01"";""0817800"";13;6;166;2;0"
"2025;""12"";""85369010"";""11"";""863"";""SP"";""01"";""0817800"";18;485;4172;20;1"
"2025;""01"";""57033100"";""15"";""160"";""SE"";""01"";""0517800"";12421;12421;8163;2621;0"
"2025;""05"";""29309099"";""10"";""628"";""SP"";""01"";""0817800"";105;105;5277;127;0"
"2025;""11"";""85395200"";""11"";""386"";""ES"";""04"";""0727600"";1;0;140;1;0"
"2025;""10"";""87089411"";""11"";""160"";""PR"";""01"";""0917800"";30;188;10500;71;65"
"2025;""10"";""29121911"";""10"";""160"";""SP"";""01"";""0817800"";45000;45000;49335;6160;35"
"2025;""11"";""82075090"";""10"";""741"";""PR"";""01"";""0917800"";247;247;610;40;0"
"2025;""10"";""49119900"";""10"";""160"";""AM"";""01"";""0417902"";12;12;249;6;0"
"2025;""09"";""85444200"";""10"";""232"";""RN"";""01"";""0317900"";25;25;3406;4;1"
"2025;""10"";""85183000"";""11"";""249"";""MG"";""04"";""0817600"";1;0;390;1;0"
"2025;""02"";""39059190"";""10"";""249"";""SC"";""01"";""0927700"";38500;38500;308905;2945;388"
"2025;""06"";""39211200"";""10"";""160"";""RJ"";""01"";""0817800"";2362;2362;9159;666;0"
"2025;""07"";""85444900"";""10"";""249"";""RJ"";""04"";""0727600"";29;29;5239;415;0"
"2025;""11"";""90328982"";""11"";""493"";""MG"";""04"";""0817700"";3;1;1721;13;1"
"2025;""12"";""94051910"";""10"";""249"";""SC"";""01"";""0927700"";2;2;481;0;0"
"2025;""04"";""84841000"";""10"";""023"";""RS"";""01"";""0917800"";0;0;237;0;0"
"2025;""12"";""85366990"";""11"";""628"";""PR"";""01"";""0917800"";1405;102;2656;8;1"
"2025;""07"";""84833010"";""11"";""249"";""SP"";""10"";""0817900"";8;5;775;3;0"
"2025;""02"";""76161000"";""10"";""023"";""RJ"";""04"";""0717700"";0;0;110;127;0"
"2025;""10"";""73202090"";""10"";""023"";""SC"";""04"";""0817700"";1;1;173;28;0"
"2025;""01"";""82055100"";""10"";""351"";""MG"";""01"";""0817800"";204;204;1066;179;0"
"2025;""06"";""84099140"";""11"";""160"";""SP"";""04"";""0817700"";1;1;30;39;0"
"2025;""09"";""49081000"";""10"";""628"";""RJ"";""01"";""0717600"";13;13;934;5;0"
"2025;""06"";""29130090"";""10"";""249"";""SP"";""04"";""0817700"";0;0;132;0;0"
"2025;""10"";""85439010"";""10"";""160"";""AM"";""01"";""0817800"";7595;7595;93838;5041;12"
"2025;""08"";""87087010"";""11"";""160"";""RS"";""01"";""0817800"";1372;12262;37506;6742;45"
"2025;""03"";""17011200"";""10"";""573"";""SP"";""01"";""0817800"";405;405;2401;59;3"
"2025;""12"";""48192000"";""10"";""355"";""DF"";""04"";""0817600"";30;30;347;261;0"
"2025;""06"";""40092210"";""10"";""232"";""RJ"";""04"";""0717700"";18;18;2259;314;0"
"2025;""10"";""84717010"";""11"";""249"";""MG"";""04"";""0617700"";1;1;84;3;0"
"2025;""10"";""84834010"";""11"";""386"";""SC"";""04"";""0817700"";9;18;2837;184;0"
"2025;""08"";""39173290"";""10"";""791"";""SP"";""01"";""0817800"";10290;10290;315038;1073;195"
"2025;""12"";""40093100"";""10"";""023"";""PR"";""01"";""0927800"";1;1;100;0;0"
"2025;""09"";""90328982"";""11"";""445"";""MG"";""01"";""0817800"";20;1;230;0;0"
"2025;""02"";""04049000"";""10"";""023"";""ES"";""01"";""0717600"";112375;112375;116733;9091;134"
"2025;""06"";""29372229"";""10"";""275"";""SP"";""04"";""0817700"";0;0;76;0;0"
"2025;""07"";""32099019"";""10"";""386"";""RS"";""01"";""0717600"";521;521;6476;127;11"
"2025;""10"";""85071090"";""11"";""493"";""SP"";""04"";""0817700"";14;227;1781;2334;0"
"2025;""07"";""84812019"";""11"";""023"";""SP"";""01"";""0817800"";337;177;15449;22;2"
"2025;""01"";""83100000"";""10"";""249"";""MG"";""01"";""0817800"";343;343;6580;6;2"
"2025;""02"";""84734070"";""10"";""603"";""SP"";""04"";""0817600"";3;3;53;55;0"
"2025;""12"";""42023200"";""10"";""160"";""RS"";""04"";""0817700"";62;62;3322;694;9"
"2025;""09"";""85369040"";""11"";""386"";""MG"";""01"";""0817800"";7500;3;1781;3;4"
"2025;""12"";""85389090"";""10"";""232"";""SP"";""04"";""0817600"";1;1;122;11;0"
"2025;""08"";""73079100"";""10"";""361"";""SC"";""01"";""1017700"";15;15;463;7;0"
"2025;""08"";""69021090"";""10"";""361"";""SP"";""01"";""0717600"";224666;224666;147620;12500;66"
"2025;""01"";""84818093"";""11"";""301"";""PR"";""01"";""0917800"";10;0;8;0;0"
"2025;""11"";""72171011"";""10"";""160"";""SC"";""01"";""0927800"";280456;280456;334599;22724;37"
"2025;""05"";""35069110"";""10"";""538"";""RJ"";""04"";""0717700"";20;20;1467;601;1"
"2025;""10"";""62046300"";""11"";""160"";""RO"";""01"";""0717600"";129894;8417;71130;1134;0"
"2025;""03"";""96082000"";""11"";""249"";""RJ"";""04"";""0717700"";48;1;417;472;1"
"2025;""05"";""84099999"";""10"";""607"";""SC"";""01"";""0927700"";1;1;614;0;0"
"2025;""09"";""40091290"";""10"";""232"";""RJ"";""04"";""0717700"";37;37;308;210;0"
"2025;""06"";""85044090"";""11"";""149"";""PR"";""01"";""0817800"";12;4;1715;1;1"
"2025;""09"";""84812090"";""11"";""072"";""SP"";""04"";""0817600"";40;45;24638;395;19"
"2025;""01"";""65050031"";""10"";""111"";""RJ"";""04"";""0717700"";0;0;81;1;0"
"2025;""01"";""40091100"";""10"";""160"";""SC"";""01"";""0717600"";176;176;1207;50;1"
"2025;""11"";""84242000"";""11"";""160"";""SC"";""01"";""0927700"";26193;31353;185919;6645;181"
"2025;""10"";""62082900"";""11"";""386"";""SP"";""04"";""0817600"";1;0;213;2;0"
"2025;""04"";""84139190"";""10"";""160"";""PR"";""04"";""0817600"";121;121;8968;1061;0"
"2025;""03"";""84733049"";""11"";""160"";""SC"";""04"";""0927501"";267;57;17509;5032;38"
"2025;""06"";""90261029"";""11"";""072"";""SP"";""04"";""0817700"";5;2;10552;19;3"
"2025;""04"";""90279099"";""10"";""267"";""SP"";""04"";""0817700"";0;0;14;16;0"
"2025;""10"";""16041600"";""10"";""386"";""SP"";""01"";""0817800"";415;415;14049;161;0"
"2025;""08"";""29094990"";""10"";""767"";""SP"";""04"";""0817600"";12;12;613;2523;2"
"2025;""04"";""76090000"";""10"";""245"";""RS"";""01"";""0817800"";2;2;200;2;0"
"2025;""03"";""40103900"";""10"";""628"";""MG"";""04"";""0617700"";1;1;284;4;0"
"2025;""07"";""85122021"";""11"";""386"";""SP"";""01"";""0817800"";82;11;396;2;0"
"2025;""01"";""87142000"";""10"";""160"";""SP"";""04"";""0817700"";141;141;2941;3569;0"
"2025;""08"";""84681000"";""11"";""160"";""RO"";""01"";""0717600"";3000;303;750;68;0"
"2025;""08"";""29221100"";""10"";""160"";""SC"";""01"";""0927800"";584920;584920;588681;56335;170"
"2025;""02"";""85334019"";""11"";""386"";""SP"";""04"";""0817600"";1;0;50;0;0"
"2025;""06"";""90189099"";""11"";""111"";""SP"";""04"";""0817600"";4276;2910;210220;25021;882"
"2025;""10"";""73181400"";""10"";""161"";""RJ"";""01"";""0717600"";9;9;415;15;1"
"2025;""04"";""39209100"";""10"";""023"";""SP"";""01"";""0817800"";65965;65965;481494;1877;637"
"2025;""11"";""84195021"";""11"";""023"";""SC"";""04"";""0817600"";2;2;1289;9;0"
"2025;""05"";""82159990"";""10"";""160"";""RJ"";""01"";""0727600"";168;168;362;30;0"
"2025;""01"";""84099961"";""11"";""493"";""AM"";""01"";""0227600"";46;51;10362;101;0"
"2025;""01"";""85169000"";""10"";""386"";""SP"";""04"";""0817600"";94;94;9188;2530;0"
"2025;""09"";""29171990"";""10"";""023"";""SC"";""01"";""0927700"";300;300;15098;6;9"
"2025;""07"";""84099140"";""11"";""249"";""SP"";""04"";""0817700"";365;11;1606;745;0"
