CO_ANO;CO_MES;CO_NCM;CO_UNID;CO_PAIS;SG_UF_NCM;CO_VIA;CO_URF;QT_ESTAT;KG_LIQUIDO;VL_FOB
2025;04;40169300;10;063;MG;04;0817700;0;0;50
2025;03;82130000;10;427;RS;01;1017700;6;6;189
2025;10;33041000;10;607;SP;04;0817600;3;3;119
2025;04;73170090;10;845;SC;07;1017701;412;412;8847
2025;04;09101100;10;063;ES;07;0927900;90264;90264;92359
2025;08;85030010;10;063;MG;07;1017500;64;64;1041
2025;12;34029039;10;476;PR;01;0917800;18;18;19
2025;07;72149990;10;232;SP;01;0817800;940;940;1938
2025;10;39173300;10;097;SP;07;0147600;1030;1030;6930
2025;05;85366100;11;586;SP;15;0917500;9650;172;2929
2025;04;08022100;10;351;SC;01;0927700;2;2;43
2025;11;22084000;17;069;MG;01;0817800;7197;7717;24101
2025;11;18069000;10;285;PR;01;0917800;21600;21600;54855
2025;07;87082999;11;767;SP;04;0817600;3;8;55
2025;05;85111000;11;097;MG;07;0147600;10;0;119
2025;11;73079900;10;063;RJ;01;0817800;6;6;164
2025;11;28444400;10;573;ND;04;0817600;0;0;900
2025;05;44071100;16;317;RS;01;0927800;101;45756;25277
2025;07;84212300;11;756;SP;01;0817800;332;169;3200
2025;07;58050010;10;249;SP;04;0817700;2;2;17330
2025;02;39209200;10;158;RS;07;1017500;2585;2585;15448
2025;03;84833090;11;249;RJ;04;0817700;8;0;253
2025;11;84283200;11;097;RS;07;0147600;2;4130;47500
2025;11;22030000;17;351;AL;01;0430151;168;168;401
2025;01;68053090;10;097;RJ;07;0147600;4114;4114;38660
2025;06;02064100;10;607;SP;01;0817800;10;10;15
2025;12;34029039;10;158;SP;01;0817800;8;8;122
2025;12;44101110;16;169;SP;01;0817800;5313;3704879;1443723
2025;09;94069020;10;063;BA;04;0817700;31;31;345
2025;02;84099969;11;845;SP;07;1017701;7962;508;161093
2025;06;29054500;10;493;PR;01;0817800;10422;10422;9265
2025;02;69120000;10;275;SC;01;0917800;15516;15516;23352
2025;01;73079100;10;845;SP;04;0817700;13;13;1002
2025;12;19059090;10;741;PE;01;0420154;3;3;5
2025;06;85051100;10;163;RJ;01;0717600;1;1;22
2025;12;85389010;11;589;SP;04;0817700;43;13;2387
2025;06;03074310;10;232;RJ;01;0717800;30;30;148
2025;11;84133090;11;845;SP;07;1010351;223;1298;9269
2025;06;94037000;11;607;RS;01;0927700;135;807;10246
2025;08;84502020;11;815;SP;01;0817800;34;1598;5082
2025;05;84329000;10;647;SP;04;0817700;112;112;1646
2025;10;85014019;11;845;ES;07;1017701;347;5567;35872
2025;12;52053400;10;845;SC;07;1017701;698;698;2828
2025;02;21050090;10;244;AP;01;0217800;24004;24004;158176
2025;10;12024200;10;603;SP;01;0917800;275000;275000;359876
2025;03;22029100;17;538;RJ;01;0717600;26;25;92
2025;04;44182900;10;200;SC;01;0927700;20909;20909;31697
2025;01;16010000;10;538;BA;01;0517800;21;21;40
2025;05;07099990;10;607;SP;01;0717800;4;4;17
2025;10;56031250;10;845;RS;07;1017701;11;11;165
2025;06;03049900;10;467;SC;01;0927502;60;60;252
2025;10;02071432;10;289;PR;01;0927700;121260;121260;130189
2025;10;08044000;10;359;RJ;01;0717800;25;25;24
2025;04;29152990;10;063;SP;07;1017500;500;500;1230
2025;05;09012100;10;476;AL;01;0517800;1;1;58
2025;09;37013022;15;158;SC;04;0817600;51;146;8910
2025;10;07096000;10;087;MA;01;0317903;35;35;132
2025;02;03049900;10;434;SP;01;0817800;396;396;2191
2025;03;39173210;10;586;SP;07;0917500;86;86;1232
2025;01;87088000;11;097;RS;07;0147600;562;1221;11276
2025;11;44182900;10;200;SC;01;0927700;19549;19549;30344
2025;11;85122023;11;063;SP;04;0817700;1;0;33
2025;01;84149032;11;586;SP;07;0917500;747;104;4750
2025;03;11081200;10;434;RJ;01;0710251;1;1;4
2025;07;35051000;10;190;PR;01;0817800;172550;172550;172550
2025;07;61044900;11;399;SP;04;0817700;31;13;271
2025;10;10059090;10;741;RJ;01;0717800;2;2;36
2025;10;09092200;10;476;ES;01;0727600;2;2;14
2025;07;15171000;10;163;SP;01;0817800;11;11;50
2025;01;84719019;11;361;AM;04;0227700;5;0;375
2025;04;85334099;11;158;PR;07;1017500;2;0;54
2025;08;08011100;10;827;PA;01;0217800;50;65;34
2025;11;39201099;10;097;PR;07;0147600;930;930;10714
2025;06;87082100;11;845;MG;07;1017701;99;271;11306
2025;08;08083000;10;434;SC;01;0917800;147;147;423
2025;04;85177900;10;493;RS;04;0817600;0;0;16
2025;12;03061710;10;080;SP;01;0717600;42;42;780
2025;08;27101922;16;741;PE;01;0717800;17814;16838032;7356447
2025;10;74091900;10;845;SP;07;1017701;540;540;6353
2025;07;64029990;13;589;CE;01;1017700;6948;3441;34127
2025;06;08039000;10;077;SC;01;0927502;20;20;23
2025;11;83016000;10;063;SP;07;1017504;3022;3022;23612
2025;06;39199090;10;756;SP;04;0817600;0;0;263
2025;04;39191090;10;647;SC;04;0817700;15;15;2452
2025;02;84329000;10;586;PR;07;0917501;2339;2339;28552
2025;08;61051000;11;845;SC;07;1010252;2231;550;14064
2025;05;90292010;11;670;SP;04;0817700;4;34;186
2025;09;34011190;10;455;SP;01;0717600;9;9;101
2025;07;23099010;10;158;RS;07;1017500;159569;159569;158837
2025;07;21069090;10;767;SP;04;0817600;55213;55213;188037
2025;11;15099010;10;538;RJ;01;0717600;6;6;98
2025;08;27101911;16;169;ES;01;0727600;116;92663;84345
2025;03;72149990;10;249;SC;04;0817700;0;0;46
2025;11;85114000;11;586;SP;07;0917500;26;148;5909
2025;11;45049000;10;586;PR;07;0917500;17;17;149
2025;06;84678100;11;196;SP;01;0817800;116;785;29585
2025;05;04039000;10;351;ES;01;0727600;28;28;54
2025;08;55093200;10;845;RS;07;1017701;800;800;5692
2025;11;27101931;10;063;SP;07;1017500;356;356;1545
2025;04;86071990;10;756;SC;01;0817800;1597;1597;33319
2025;04;21041011;10;476;PR;01;0927502;10;10;33
2025;05;22030000;17;163;RS;01;1017700;23;23;92
2025;01;08071900;10;163;ES;01;0727600;154;154;197
2025;12;07142000;10;580;MA;01;0317903;145;145;153
2025;07;97012100;11;249;SP;01;1017700;15;165;2294
2025;04;04062000;10;434;PR;01;0917800;20;20;29
2025;01;64029190;13;607;RS;04;0817600;4;2;6
2025;11;16023230;10;369;PR;01;0917800;3648;3648;16838
2025;03;39232110;10;467;ES;01;0727600;1530;1530;257
2025;11;07133399;10;240;BA;01;0917800;120330;120330;76311
2025;10;48114110;10;586;MS;07;0147800;135;135;852
2025;07;07133399;10;087;MA;01;0317903;11;11;215
2025;04;73251000;10;493;RJ;01;0717600;50820;50820;106190
2025;07;84601900;11;249;SP;04;0817700;4;1920;92000
2025;06;03074310;10;077;AL;01;0417902;25;25;418
2025;03;07089000;10;741;SP;01;0817800;126;126;408
2025;10;72111900;10;160;SP;01;0817800;1045;1045;1478
2025;03;42010090;10;249;RS;04;0817700;6;6;361
2025;07;96170010;10;586;RS;07;0147700;406;406;3215
2025;06;84678100;11;845;SP;07;1017701;278;2084;71241
2025;12;03038952;10;476;SP;01;0917800;30;30;131
2025;08;71039900;19;399;MG;04;0817600;8598;1;13801
2025;08;87082999;11;687;RS;04;0817600;8;2;169
2025;05;90184999;11;249;SC;04;0817700;590;34;22107
2025;03;90213919;10;249;MG;04;0817700;518;518;2458270
2025;08;49119900;10;845;ND;04;0817600;1;1;28
2025;06;90200090;10;573;SP;04;0817600;0;0;108
2025;11;84835010;11;586;RS;15;0917500;10;8;29
2025;07;07020000;10;077;SC;01;0917800;145;145;157
2025;06;82119210;11;345;RS;01;1017700;112858;9691;119050
2025;07;21069090;10;573;RJ;01;0717600;23404;23404;29829
2025;04;35069190;10;160;SP;04;0817600;3395;3395;79934
2025;09;08043000;10;467;MA;01;0317903;8;8;10
2025;09;07052900;10;741;PE;01;0417902;14;14;48
2025;07;07041000;10;580;RS;01;1017700;185;185;377
2025;11;20039000;10;434;SP;01;0817800;2;2;41
2025;08;85444900;10;158;SP;07;1017503;20294;20294;218815
2025;06;82142000;10;399;SP;01;0817800;12;12;1490
2025;03;90184999;11;623;PR;04;0817600;450;33;815
2025;10;69072100;15;317;SC;01;0927700;7534;139217;66316
2025;12;33074900;10;063;SP;01;0717600;6;6;47
2025;09;84151011;11;586;SC;07;0917500;1;35;326
2025;12;84143011;11;589;PR;01;0917800;1;18;265
2025;05;07061000;10;434;PE;01;0440151;90;90;106
2025;12;85269200;11;239;SP;01;0817800;15;1;233
2025;04;23099090;10;589;SP;01;0817800;348411;348411;810240
2025;11;94017100;11;888;SP;01;0817800;10;70;521
2025;01;87087090;11;196;SP;01;0817800;24;31;677
2025;06;08045020;10;476;AL;01;0440151;25;25;27
2025;11;39100019;10;351;SP;01;0817800;4000;4000;103040
2025;02;83082000;10;158;SP;07;1017500;69;69;2811
2025;06;16023290;10;351;RJ;01;0717600;8;8;74
2025;08;85044050;11;687;ES;04;0817700;1;9;4455
2025;09;61045900;11;249;SC;04;0817700;1;0;13
2025;02;85015110;11;153;SC;01;0927700;8;99;617
2025;04;86072100;10;063;SP;07;1017500;4526;4526;111980
2025;10;84099112;11;586;PR;07;0917500;1;0;10
2025;10;73182200;10;239;SP;00;0810900;10;10;5949
2025;04;73262000;10;249;SP;01;0817800;9913;9913;65331
2025;02;20098919;10;476;MA;01;0317903;120;120;185
2025;12;29214100;10;476;RJ;01;0717600;0;0;2
2025;01;41071220;15;573;RS;01;0917800;20366;17933;165895
2025;03;17011400;21;351;PR;01;0917800;5;15;9
2025;10;68042119;10;586;SP;07;0917500;1480;1480;23799
2025;09;85394900;11;586;PR;04;0817700;8;2;1263
2025;10;04022120;10;434;SP;01;0817800;18;18;43
2025;03;84336090;11;756;RS;01;0927800;4;960;7684
2025;04;19023000;10;077;RJ;01;0717800;0;0;1
2025;04;85322590;11;845;SP;07;1017701;1200;25;1042
2025;12;85118020;11;063;SC;01;0817800;3;0;9
2025;12;02062990;10;177;MS;01;0927800;676;676;1181
2025;05;61082100;11;845;RS;07;1017701;2500;662;3750
2025;01;21011200;21;077;PR;01;0917800;0;7;91
2025;06;87079090;11;087;PR;01;0917800;8;3215;56799
2025;02;90318099;11;023;SP;04;0817700;27;1;7092
2025;10;40169300;10;845;SP;07;1010351;15;15;2033
2025;08;30064011;10;647;PR;04;0817600;4;4;4632
2025;03;95030080;11;063;SP;07;1017500;56;9;162
2025;10;55161400;10;169;SC;04;0817600;757;757;10459
2025;06;85122022;11;776;SP;04;0817600;2;4;52
2025;03;39079999;10;386;SP;04;0817600;10;10;17
2025;07;18069000;10;476;PA;00;0210200;14;14;116
2025;12;02071100;10;301;PR;01;0710251;203;203;1463
2025;12;81129900;10;069;MG;01;0817800;5000;5000;248784
2025;01;84818021;11;097;SP;00;0147600;100;41;381
2025;11;52010020;21;576;MT;01;0817800;20459;20458097;32430357
2025;05;85411022;11;160;SP;04;0817600;2;0;1
2025;05;76169900;10;069;SC;04;0817700;2;2;37
2025;06;87149200;10;845;PR;07;1010351;2;2;9
2025;09;04022130;10;741;BA;01;0517800;4;4;11
2025;07;84812090;11;249;RJ;04;0717700;1;2;47421
2025;03;52103200;10;586;PR;15;0917500;4;4;52
2025;01;07093000;10;580;SP;01;0817800;362;362;739
2025;03;84399100;10;249;PR;04;0817600;1674;1674;41964
2025;01;85389010;11;375;RS;04;0817700;4;1;588
2025;03;73181900;10;586;SC;15;0917500;29;29;94
2025;11;84314200;11;586;SP;15;0917500;6;105;444
2025;10;02071413;10;810;RS;01;0927700;67500;67500;126242
2025;10;07099919;10;476;AL;01;0440151;20;20;11
2025;06;90261029;11;160;SC;01;0927800;10;0;115
2025;12;08055000;10;467;PR;01;0917800;20;20;19
2025;07;02071434;10;580;PR;01;0927700;30;30;61
2025;02;39206900;10;827;SC;01;0927700;17;17;28
2025;08;02023000;10;249;MT;01;0217800;24820;24820;130314
2025;09;84819090;10;040;SP;04;0817600;2967;2967;186061
2025;02;84099190;10;827;SC;01;0817800;313;313;18785
2025;02;09011110;21;431;BA;01;0717600;58;57600;262080
2025;08;64041900;13;589;CE;01;0517800;5412;2187;45132
2025;06;85177900;10;080;RJ;04;0717700;13;6;4826
2025;08;84099190;10;063;SP;07;1017503;2385;2385;70385
2025;05;39232190;10;239;RS;01;1017700;31;31;319
2025;10;84832000;11;770;RS;04;0817600;6;1;442
2025;08;19021100;10;476;PA;01;0217800;28;28;122
2025;02;02071412;10;177;SC;01;0717600;56010;56010;60087
2025;12;33051000;10;589;SP;07;1017500;11673;11673;27192
2025;02;87084080;11;158;SP;04;0817600;1;200;12081
2025;09;80012000;10;245;AM;01;0817800;8276;8276;263259
2025;02;29153939;10;063;RJ;07;1017500;1700;1700;8942
2025;09;72179000;10;586;SP;07;0917500;45519;45519;121741
2025;08;39173100;10;249;SP;04;0817700;4;4;2378
2025;09;85071010;11;249;SP;01;0817800;1970;9278;49190
2025;02;11063000;10;476;AL;01;0440151;6;6;54
2025;07;03061710;10;573;RJ;01;0717600;21;21;189
2025;03;39259090;10;099;SC;01;0927800;6;6;73
2025;09;85493900;10;776;SP;01;0817800;48667;48667;41367
2025;02;40092210;10;493;SP;01;0817800;22;22;363
2025;05;19053200;10;845;PR;07;1010252;22408;22408;43491
2025;04;32082020;10;169;PR;01;0917800;7360;7360;31933
2025;02;85044030;11;756;SP;04;0817600;5;1;711
2025;05;87089990;10;845;RJ;04;0817700;42;42;926
2025;04;32151900;10;249;SP;01;0817800;10374;10374;55878
2025;10;35061090;10;249;SP;04;0817700;9;9;2265
2025;11;02071423;10;017;MG;01;0717600;27000;27000;52670
2025;04;82013000;10;580;SP;04;0817700;3;3;75
2025;09;20081900;10;434;SC;01;0927700;1;1;8
2025;04;13021999;10;193;MG;04;0817600;40;40;543
2025;08;34053000;10;169;RS;04;0817700;288;288;2057
2025;08;84219999;10;521;SP;04;0817700;73;73;1987
2025;09;04051000;10;434;RJ;01;0717800;24;24;239
2025;10;25301090;10;493;GO;01;0817800;168000;168000;117343
2025;02;84099999;10;586;SC;15;0917500;0;0;75
2025;12;87081000;11;158;SP;07;1017503;2;37;862
2025;09;30049059;10;053;PR;04;0817600;1512;1512;95880
2025;01;69072300;15;628;SC;01;0927700;9935;121169;61546
2025;03;85437099;11;589;SP;04;0817600;18;2;525
2025;09;44111310;16;589;PR;01;0927700;152;129532;48211
2025;03;90183929;11;239;SP;04;0817700;554;88;23806
2025;11;02023000;10;580;SC;01;1017700;129;129;1029
2025;06;25171000;10;586;SP;15;0917500;28000;28000;2378
2025;08;84145990;11;586;MG;07;0917500;3;8;535
2025;03;08055000;10;476;AL;01;0517800;24;24;108
2025;02;22021000;17;351;AL;01;0417902;210;204;601
2025;04;68061000;10;586;PR;15;0917500;882;882;814
2025;02;20099000;10;476;SP;01;0817800;12;12;52
2025;04;64029190;13;589;RS;04;0817600;127;85;1679
2025;05;71031000;10;603;RS;01;1017700;123;123;1050
2025;07;84109000;10;767;SP;01;0817800;32640;32640;817937
2025;03;33069000;10;111;SC;04;0817600;16;16;2073
2025;10;90189099;11;845;RS;04;0817600;10;5;3265
2025;03;07096000;10;434;MA;01;0317903;247;247;624
2025;03;94049000;10;845;RS;07;1017500;1130;1130;2133
2025;10;85122023;11;087;PR;01;0917800;5;6;783
2025;04;84819090;10;776;SP;01;0817800;27;27;1320
2025;12;85071090;11;087;SP;01;0817800;24;1262;4052
2025;09;84515020;11;386;SC;04;0817600;5;463;48635
2025;04;07096000;10;741;PR;01;0917800;52;52;63
2025;05;41071110;15;351;RS;04;0817700;47;23;3480
2025;02;84378090;11;586;SP;07;0917500;6;9419;105000
2025;04;03061990;10;434;SP;01;0927700;10;10;86
2025;12;07132090;10;741;PA;01;0217800;20;20;113
2025;10;39269040;10;603;SP;01;0817800;647;647;29019
2025;05;08071900;10;434;SP;01;0817800;1668;1668;2820
2025;08;39171029;10;586;SC;07;0917500;2;2;113
2025;07;20019000;10;163;PA;01;0217800;4;4;40
2025;11;84148019;11;063;PR;04;0817600;1;8;607
2025;11;19023000;10;476;ES;01;0817800;9;9;191
2025;10;07049000;10;163;PA;01;0217800;20;20;17
2025;06;84243010;11;493;SP;04;0817700;18;16;1908
2025;10;84835010;11;063;PR;07;1017500;2;203;25
2025;02;84834090;11;776;SP;01;0817800;6;57;1102
2025;06;90211010;10;607;PR;04;0817600;27;27;3724
2025;11;90261029;11;791;RS;04;0817600;3;0;195
2025;05;84335990;11;087;PR;01;0917800;52;165423;1244803
2025;08;70091000;10;845;SP;07;1017701;248;248;8578
2025;02;90308990;11;586;SP;07;0917500;200;26;2620
2025;10;02071210;10;351;RJ;01;0710251;11;11;26
2025;04;08043000;10;476;RS;01;1017700;105;105;238
2025;12;85371020;11;249;SC;01;0927700;4;2;1039
2025;06;15092000;10;434;MA;01;0317903;3;3;50
2025;02;84812090;11;521;SP;01;0817800;15;43;3625
2025;10;70071100;11;493;MG;04;0617700;4;0;38
2025;06;85176239;11;603;SC;04;0817700;3;9;7614
2025;09;88024090;11;249;SP;09;0817900;3;99166;104850206
2025;11;82084000;10;097;SC;07;0147600;314;314;2662
2025;10;85321000;11;245;SC;01;0927800;2;2;26
2025;03;32129010;10;239;SP;01;0817800;15620;15620;103966
2025;07;02071100;10;467;PA;01;0217800;220;220;692
2025;07;32071090;10;169;MG;04;0817700;80;80;33912
2025;04;07094000;10;160;RS;01;1017700;5;5;19
2025;08;85364900;11;365;MG;04;0817700;67;67;15548
2025;07;61046300;11;580;SC;04;0817600;480;60;2740
2025;09;02071421;10;275;SP;01;0817800;120;120;220
2025;03;02071220;10;331;RS;01;0927700;10836;10836;8822
2025;09;76151000;10;239;SP;01;0817800;450;450;5010
2025;08;82079000;10;158;SP;04;0817700;1363;1363;17864
2025;03;39095011;10;063;PR;07;1017503;5880;5880;25049
2025;09;07093000;10;301;SP;01;0812051;12;12;30
2025;03;04090000;10;351;ES;01;0727600;48;48;456
2025;10;22011000;17;301;MA;01;0317903;2970;2932;1162
2025;08;02071422;10;077;MG;01;0927800;30600;30600;84221
2025;02;18069000;10;043;SP;01;0817800;10;10;78
2025;09;94017100;11;731;RS;01;1017700;62;257;1295
2025;01;90049090;11;476;PR;01;0917800;1;0;39
2025;07;19019090;10;607;MG;01;0817800;19060;19060;52751
2025;09;30049029;10;434;SP;01;0217800;0;0;8
2025;08;07032090;10;628;PA;00;0210200;5;5;29
2025;02;85444900;10;580;RJ;04;0817700;0;0;1222
2025;03;94014100;11;845;RS;07;1010351;2;178;983
2025;09;09023000;10;538;RJ;01;0717800;0;0;4
2025;05;42022900;11;158;RJ;07;1017500;18;0;18
2025;02;96034010;11;169;RS;04;0817700;15624;586;7565
2025;02;04079000;10;351;PA;01;0217800;90;90;360
2025;08;03061110;10;607;SP;01;0817800;10;10;330
2025;11;76169900;10;158;PR;07;1017503;19;19;240
2025;12;07070000;10;580;AL;01;0417902;10;10;17
2025;07;39231090;10;845;SC;04;0817700;2;2;76
2025;11;44123300;16;375;PR;01;0917800;560;307480;160090
2025;02;39011030;10;756;RS;01;1017700;225000;225000;546062
2025;09;73182100;10;249;SC;04;0817700;0;0;68
2025;11;84821010;11;756;SC;01;0927800;17;29;486
2025;04;09096110;10;467;SP;01;0817800;1;1;8
2025;01;34029031;10;845;RS;07;1017701;9;9;65
2025;11;73181500;10;780;SP;01;0817800;2;2;202
2025;06;85021210;11;249;SP;01;0817800;150;429337;7364898
2025;08;94054200;10;845;RS;07;1017701;950;950;7689
2025;12;40161010;10;756;SP;04;0817600;1;1;19
2025;12;84822090;11;196;SP;04;0817700;4;5;70
2025;07;84329000;10;776;SC;01;0927700;50008;50008;97096
2025;07;64022000;13;628;MG;04;0717700;912;912;4802
2025;09;21039021;10;476;AM;01;0227600;21;21;94
2025;12;90261029;11;158;PR;07;1017500;200;2091;28266
2025;09;83021000;10;158;SP;00;0810900;0;0;11728
2025;10;21041011;10;351;SP;01;0817800;33;33;191
2025;12;41041114;15;776;PR;01;1017700;3626;17808;20476
2025;02;87082994;11;756;SP;04;0817700;2;3;342
2025;03;87085099;10;063;RJ;07;1017500;35;35;825
2025;10;10059010;10;372;GO;01;0917800;2123631;2123631;431671
2025;05;03031300;10;476;ES;01;0710251;20;20;251
2025;04;31059090;10;845;SP;07;1017701;39113;39113;198083
2025;06;39269090;10;169;SP;01;0917800;6767;6767;68109
2025;02;16041310;10;434;PA;01;0217800;6;6;55
2025;05;04079000;10;434;SP;01;0817800;427;427;1265
2025;12;32149000;10;158;SP;04;0817600;2625;2625;4748
2025;07;02031900;10;434;SC;01;0917800;10;10;25
2025;07;04064000;10;275;RJ;01;0717800;3;3;64
2025;09;38099190;10;476;PR;01;0817800;1;1;7
2025;06;82032010;10;083;SP;01;0817800;0;0;27
2025;06;84122110;11;580;SP;01;0817800;2;3;366
2025;06;21032090;10;434;RS;01;1017700;900;900;1133
2025;11;08101000;10;741;SP;01;0817800;3;3;29
2025;10;84189900;10;589;RS;04;0817600;111;111;5240
2025;09;73079200;10;845;SP;04;0817700;0;0;54
2025;07;18040000;21;249;BA;04;0817600;74;74000;1072874
2025;05;52095200;10;845;SP;07;1017701;273;273;2739
2025;01;84849000;10;845;SP;04;0817700;26;26;13556
2025;07;04022110;10;081;MA;01;0317903;3;3;28
2025;02;73181600;10;845;SC;07;1010252;9635;9635;31810
2025;12;02062100;10;538;RJ;01;0717800;33;33;143
2025;05;03069500;10;476;RS;01;1017700;20;20;263
2025;05;90328911;11;149;SC;04;0817700;1;1;80
2025;02;63014000;10;301;SP;01;0817800;6;6;51
2025;05;85362000;11;149;SC;01;0927700;354;379;16100
2025;05;07108000;10;628;PA;01;0217800;1;1;4
2025;09;84778090;11;586;PR;07;0917500;1;320;311
2025;03;73269090;10;063;SP;07;1017503;74957;74957;325460
2025;12;39269090;10;687;RS;04;0817600;23;23;188
2025;05;84099190;10;169;PR;04;0817700;6;6;285
2025;01;08071100;10;160;ES;01;0727600;214;214;112
2025;03;85443000;10;158;RS;04;0817600;1;1;127
2025;02;85472090;10;249;PR;04;0817600;0;0;50
2025;04;64035990;13;063;CE;01;0817800;20;20;598
2025;04;07099990;10;351;AL;01;0417900;109;109;262
2025;03;68029990;10;239;ES;01;0717600;6866;6866;13093
2025;11;21069030;10;301;SP;01;0817800;3;3;77
2025;07;84136019;11;573;MG;01;0817800;1;6;2247
2025;09;84244100;11;493;SP;01;0817800;14117;64111;615699
2025;08;39269090;10;345;SP;04;0817600;5;5;436
2025;07;84099999;10;317;PR;04;0817700;13;13;447
2025;11;85124020;11;169;RS;04;0817700;8;31;1010
2025;08;84749000;10;149;SP;04;0817600;33900;33900;121949
2025;10;21069030;10;169;SP;04;0817600;371;371;5855
2025;01;21032010;10;476;RJ;01;0710251;48;48;281
2025;03;85176256;11;586;SP;07;0917500;15;12;279
2025;07;84143099;11;249;SP;04;0817700;1;5;1117
2025;09;23011090;10;158;MS;07;0927900;643244;643244;175121
2025;10;84133090;11;498;SP;01;0817800;20;24;1431
2025;05;03061710;10;607;ES;01;0727600;30;30;318
2025;09;44123900;16;158;PR;07;1017500;98;48880;28726
2025;06;84198999;11;080;RS;04;0817700;1;27;2805
2025;04;87085099;10;589;RS;01;0817800;26;26;1831
2025;05;02071411;10;467;PA;01;0217800;40;40;170
2025;11;48042100;10;289;SC;01;0927700;44897;44897;29528
2025;02;18061000;10;137;PR;01;0917800;10;10;22
2025;03;84839000;10;665;SP;01;0817800;26;26;1584
2025;09;04090000;10;386;SP;01;0817800;8;8;84
2025;08;02071422;10;760;MS;01;0927800;11004;11004;28284
2025;12;84716052;11;249;SP;04;0817700;31;9;781
2025;02;35069190;10;375;SP;00;0817900;3;3;232
2025;08;29182990;10;063;SP;07;1017500;150;150;1314
2025;12;73182400;10;687;RS;04;0817700;0;0;3
2025;11;39232190;10;239;SP;04;0817700;1108;1108;10180
2025;03;09011110;21;023;GO;01;0817800;144;143975;1059699
2025;03;32141010;10;434;CE;01;0317900;7;7;49
2025;12;62099090;11;249;SP;04;0817600;381;29;11937
2025;11;84313110;10;493;RS;04;0817600;301;301;3551
2025;11;07095900;10;077;ES;01;0717600;31;31;475
2025;01;61046200;11;586;PR;07;0917500;222;111;3625
2025;12;87082999;11;169;SP;04;0817700;6343;2794;50410
2025;04;73182100;10;169;SP;04;0817600;44;44;3352
2025;09;08054000;10;293;RJ;01;0717600;30;30;346
2025;07;08021200;10;741;PE;01;0440151;1;1;32
2025;10;56074900;10;467;SC;01;0917800;7;7;21
2025;04;21032010;10;043;RS;01;1017700;540;540;396
2025;06;39269040;10;845;SP;07;1017701;2985;2985;44575
2025;09;90259090;10;097;SP;07;1017701;86;86;6287
2025;09;39059990;10;169;SP;01;0817800;144100;144100;219503
2025;01;16024100;10;434;SC;01;0927502;17;17;68
2025;06;40092290;10;240;SP;04;0817600;24;24;1317
2025;02;20089900;10;573;ES;01;0717600;203800;203800;173186
2025;03;85176299;11;493;SP;01;0817800;180;243;1607
2025;12;47032110;10;399;PR;01;0917800;305068;305068;267487
2025;11;44071100;16;361;RS;01;0927800;210;100802;28636
2025;07;68029390;10;850;ES;01;0717600;177404;177404;82042
2025;06;94037000;11;196;SC;01;0817800;10;26;26
2025;06;52101990;10;756;SP;04;0817700;5;5;154
2025;03;17019900;21;580;SC;01;0917800;0;90;89
2025;03;12074090;10;827;MT;01;0917800;1790360;1790360;2169354
2025;08;25010090;10;580;MA;01;0317903;10;10;145
2025;06;09101100;10;245;ES;01;0717800;17520;17520;26345
2025;07;28170010;10;097;SP;00;0147600;1000;1000;6070
2025;01;03044920;10;434;PE;01;0417902;30;30;151
2025;05;93059090;10;275;RS;04;0817600;10;10;2403
2025;08;39231090;10;063;PR;07;0917500;79;79;425
2025;05;21032090;10;741;MA;01;0317903;22;22;78
2025;10;08045020;10;386;SP;01;0817800;189;189;348
2025;02;72285000;10;023;SP;01;0817800;197132;197132;476956
2025;10;84818021;11;647;SP;01;0817800;8;20;76
2025;03;64021900;13;317;CE;04;0817600;45;18;298
2025;10;08045020;10;163;PA;01;0217800;10;10;37
2025;10;39211390;10;063;CE;01;0817800;3153;3153;36350
2025;12;76151000;10;249;PR;01;0817800;37;37;659
2025;09;30049069;10;476;SP;01;0727600;0;0;140
2025;06;32089010;10;476;PR;01;0727600;1999;1994;11314
2025;03;18069000;10;607;PR;01;0917800;2;2;14
2025;09;85359090;11;190;RJ;04;0817700;1;0;297
2025;08;26011210;10;827;ES;01;0727600;82500000;82500000;6005047
2025;06;19059090;10;077;SC;01;0927502;63;63;269
2025;02;32141010;10;845;SP;07;1017701;8262;8262;31535
2025;03;39269090;10;063;SP;04;0817700;236;236;11143
2025;05;07039010;10;190;ES;01;0727600;15;15;46
2025;08;48191000;10;399;RS;01;0817800;41;41;302
2025;03;03021900;10;476;PA;00;0210200;32;32;193
2025;06;64022000;13;069;MG;01;0817800;21204;5070;116046
2025;03;04051000;10;580;SP;01;0917800;15;15;252
2025;07;19012010;10;434;SC;01;0917800;4;4;17
2025;10;30049045;10;476;SP;01;0217800;2;2;82
2025;01;39174090;10;847;SP;01;0817800;4;4;598
2025;10;84195021;11;040;SP;04;0817600;2;54;7783
2025;07;08071100;10;580;SC;01;0927700;230;230;147
2025;04;22084000;17;301;RJ;01;0717800;28;39;256
2025;07;84439199;11;063;PR;07;1017500;13;2417;42731
2025;06;02071220;10;542;MG;01;0817800;25000;25000;41979
2025;07;61022000;11;244;SC;04;0817700;17;7;328
2025;07;32041990;10;607;SC;04;0817700;6;6;148
2025;11;44071900;16;845;PR;01;0917800;161;78444;48225
2025;01;73079100;10;850;SP;04;0817600;0;0;15
2025;03;16041410;10;077;SP;01;0812051;3;3;29
2025;12;70071100;11;063;SP;01;0817800;4246;11350;59029
